"","N_B_RNA3","N_B_RNA5","N_W_RNA7","N_B_RNA10","N_B_RNA11","N_W_RNA13","N_W_RNA15","N_W_RNA18"
"ENSG00000102580.14",1226,10004,16425,7551,18477,7205,12118,9143
"ENSG00000229622.1",3,15,23,19,12,19,27,32
"ENSG00000227714.1",0,0,0,0,0,0,0,0
"ENSG00000232373.2",0,19,8,13,23,26,34,25
"ENSG00000276809.1",0,46,39,37,41,25,38,63
"ENSG00000102595.19",216,1648,2325,1350,2610,1241,1330,1694
"ENSG00000226977.1",1,2,2,6,8,10,4,7
"ENSG00000185352.8",6,209,131,150,171,111,158,219
"ENSG00000242614.3",5,0,1,0,2,3,2,5
"ENSG00000283487.1",0,1,0,2,0,2,0,1
"ENSG00000233273.1",0,2,0,1,0,0,1,8
"ENSG00000235137.2",0,0,0,0,0,0,0,0
"ENSG00000234267.3",0,0,0,0,0,0,0,0
"ENSG00000272329.1",0,0,0,0,0,0,0,0
"ENSG00000222472.1",0,0,0,0,0,0,0,0
"ENSG00000165621.8",16,4,19,9,9,15,34,19
"ENSG00000233124.1",0,0,0,0,0,0,0,0
"ENSG00000139793.18",678,2962,2576,2667,2966,1967,2581,2924
"ENSG00000202290.1",0,0,0,0,0,0,0,0
"ENSG00000125249.6",154,983,1389,670,1221,522,820,739
"ENSG00000276573.1",0,1,2,1,6,3,1,3
"ENSG00000276704.1",0,2,19,4,7,4,5,7
"ENSG00000271625.1",0,0,0,0,0,0,0,0
"ENSG00000226134.1",0,0,0,0,0,0,0,0
"ENSG00000233291.1",0,0,0,0,0,0,0,0
"ENSG00000270725.1",0,0,0,0,0,0,0,0
"ENSG00000065150.18",1270,4551,5770,3600,5180,3149,4319,4501
"ENSG00000232217.1",0,0,0,0,0,0,0,0
"ENSG00000152767.16",1355,3951,7240,4198,5224,6888,8236,5806
"ENSG00000139797.7",0,0,0,0,0,0,0,0
"ENSG00000222969.1",0,0,0,0,0,0,0,2
"ENSG00000263399.1",0,0,4,0,0,8,6,3
"ENSG00000269189.1",42,76,113,130,118,140,128,182
"ENSG00000269599.1",0,0,0,0,0,0,0,0
"ENSG00000231194.1",5,0,0,0,2,1,1,2
"ENSG00000102572.14",724,2607,3647,2444,2499,2184,2729,2631
"ENSG00000271437.1",0,0,0,0,0,0,0,0
"ENSG00000224418.1",8,15,18,14,19,30,14,15
"ENSG00000217686.2",0,0,0,0,0,0,0,0
"ENSG00000233549.2",0,0,0,0,0,0,0,0
"ENSG00000233662.1",0,0,1,0,0,0,0,0
"ENSG00000243366.3",20,1,5,2,7,11,1,0
"ENSG00000088386.16",4,62,268,484,398,403,115,150
"ENSG00000088387.18",887,3428,3719,2490,3284,3011,3215,2917
"ENSG00000229918.1",0,0,0,0,0,0,0,0
"ENSG00000275919.1",0,0,0,0,0,0,0,0
"ENSG00000231981.3",0,13,7,10,15,38,19,19
"ENSG00000207298.1",0,0,0,0,0,0,0,0
"ENSG00000260992.1",0,17,20,3,14,8,23,14
"ENSG00000230871.1",0,0,0,0,0,0,0,0
"ENSG00000234005.3",0,5,3,1,7,3,0,2
"ENSG00000228889.6",1,40,37,51,76,33,51,13
"ENSG00000134882.15",344,1377,1620,1151,1415,1180,1402,1288
"ENSG00000201793.1",258,23,33,47,24,35,48,65
"ENSG00000218502.3",0,0,1,0,1,0,0,1
"ENSG00000125245.12",0,7,20,1,0,3,6,9
"ENSG00000169508.6",73,122,246,84,87,97,93,148
"ENSG00000207719.1",0,3,5,5,6,5,8,7
"ENSG00000228808.1",10,14,17,15,24,27,18,15
"ENSG00000238241.2",0,0,2,0,0,0,0,0
"ENSG00000285448.1",0,0,0,0,0,0,0,0
"ENSG00000125304.9",791,9866,17678,7388,18221,6012,12327,8451
"ENSG00000280734.2",22,40,43,40,41,24,42,38
"ENSG00000280710.3",0,0,0,0,0,0,1,2
"ENSG00000203441.2",0,2,13,2,0,2,9,5
"ENSG00000234168.2",0,0,0,0,0,1,2,0
"ENSG00000234239.1",0,0,0,0,2,0,0,0
"ENSG00000125246.15",55,128,223,145,187,182,185,108
"ENSG00000263615.1",0,0,2,3,0,0,0,0
"ENSG00000227659.1",0,0,0,0,0,0,0,0
"ENSG00000234303.2",0,0,0,0,0,0,0,0
"ENSG00000201245.1",0,0,0,0,0,0,0,0
"ENSG00000139800.8",0,0,0,0,0,3,0,3
"ENSG00000043355.11",0,0,0,0,0,4,0,16
"ENSG00000260738.1",0,0,0,0,0,0,0,0
"ENSG00000225999.1",0,0,0,0,0,0,0,0
"ENSG00000236554.1",6,8,9,2,24,22,14,10
"ENSG00000274605.1",69,466,810,403,859,316,625,482
"ENSG00000175198.16",562,3005,3917,2374,3805,2265,3122,3022
"ENSG00000228501.2",1,0,0,0,2,2,2,0
"ENSG00000270632.1",0,0,0,0,0,0,0,0
"ENSG00000234650.5",0,0,0,0,0,0,0,0
"ENSG00000134864.10",7,91,127,70,273,95,126,71
"ENSG00000224356.5",0,12,13,7,36,43,30,34
"ENSG00000280169.1",7,4,9,7,9,8,3,9
"ENSG00000234354.3",5,0,1,1,5,6,1,2
"ENSG00000125247.15",104,618,1361,555,1702,831,1013,796
"ENSG00000237082.1",0,7,5,1,6,4,13,7
"ENSG00000233009.1",0,3,4,0,0,2,0,1
"ENSG00000214051.3",0,0,0,0,0,0,0,0
"ENSG00000229599.1",0,0,0,0,0,0,0,0
"ENSG00000102452.16",6,9,23,8,10,2,7,8
"ENSG00000198542.13",46,25,51,18,7,39,21,22
"ENSG00000102466.15",8,77,33,12,16,11,9,11
"ENSG00000276012.1",0,0,4,0,1,0,0,0
"ENSG00000201155.1",0,0,1,0,0,0,0,0
"ENSG00000215399.2",0,0,2,0,0,0,0,0
"ENSG00000265164.1",0,0,0,0,0,0,0,2
"ENSG00000229975.1",0,0,0,0,0,0,0,0
"ENSG00000201690.1",0,0,0,0,0,0,0,0
"ENSG00000264482.1",0,0,0,1,0,3,0,0
"ENSG00000236860.1",0,0,0,0,0,0,2,0
"ENSG00000243319.7",7,20,3,6,5,13,0,1
"ENSG00000279702.1",0,2,0,0,0,1,0,0
"ENSG00000234445.1",0,0,0,0,0,0,0,0
"ENSG00000272143.1",42,25,29,20,19,7,16,21
"ENSG00000261057.1",0,0,0,0,0,1,0,0
"ENSG00000276957.1",0,7,0,1,8,3,2,1
"ENSG00000134900.11",665,1877,2424,1871,1907,1588,1808,2078
"ENSG00000139780.7",0,0,0,0,0,1,0,0
"ENSG00000175820.3",6,1,17,7,15,11,5,15
"ENSG00000231633.1",0,0,0,0,0,1,0,0
"ENSG00000151287.16",34,87,119,86,82,35,87,66
"ENSG00000134901.12",46,96,68,74,42,47,44,27
"ENSG00000134897.13",76,465,515,449,575,390,400,347
"ENSG00000270181.3",0,0,0,0,0,0,0,0
"ENSG00000134899.19",33,90,94,104,108,74,84,102
"ENSG00000250878.3",0,9,7,1,2,4,20,3
"ENSG00000272542.1",0,3,0,1,2,8,0,0
"ENSG00000278445.1",0,0,0,0,0,0,1,0
"ENSG00000125255.6",0,0,0,2,0,0,0,0
"ENSG00000285789.1",0,0,0,0,0,0,0,0
"ENSG00000234551.1",0,0,0,0,0,0,0,0
"ENSG00000230474.1",0,0,0,0,0,0,0,0
"ENSG00000225823.1",0,0,0,0,0,0,0,0
"ENSG00000232307.1",0,0,0,0,0,0,0,0
"ENSG00000275968.1",0,0,0,0,0,0,0,0
"ENSG00000275502.1",0,0,0,0,0,0,0,0
"ENSG00000182346.19",0,0,0,0,0,0,0,0
"ENSG00000280455.1",0,0,0,0,0,0,0,0
"ENSG00000226620.7",0,0,0,0,0,0,0,0
"ENSG00000252550.1",0,0,0,0,0,0,0,0
"ENSG00000222682.1",0,0,0,0,0,0,0,0
"ENSG00000233532.6",0,0,0,0,0,0,0,0
"ENSG00000174418.7",0,0,0,0,0,0,0,0
"ENSG00000125266.7",167,754,1520,884,1631,860,1851,1492
"ENSG00000284966.2",0,2,1,4,0,1,4,0
"ENSG00000274204.1",0,9,7,13,21,10,39,14
"ENSG00000134884.14",1032,3358,3966,3472,4497,4324,3872,4551
"ENSG00000272274.1",0,0,3,0,0,0,1,0
"ENSG00000230156.2",0,1,0,0,0,0,0,0
"ENSG00000227590.2",0,0,0,0,0,0,0,0
"ENSG00000278698.1",0,0,0,0,0,0,0,0
"ENSG00000174408.8",0,0,0,0,0,0,0,0
"ENSG00000277863.1",0,0,3,0,0,1,0,0
"ENSG00000279157.1",0,0,0,0,0,0,0,0
"ENSG00000285643.1",0,0,0,0,0,0,0,0
"ENSG00000204442.3",10,152,150,219,51,17,48,63
"ENSG00000201847.1",0,0,0,1,0,0,1,0
"ENSG00000276740.1",0,1,7,20,9,1,1,2
"ENSG00000221650.1",0,1,0,9,0,0,1,1
"ENSG00000227248.1",0,18,9,28,4,4,8,11
"ENSG00000274718.1",0,13,8,7,3,1,5,1
"ENSG00000174405.13",44,680,1006,570,976,456,819,663
"ENSG00000139826.5",62,957,1630,835,1256,621,967,895
"ENSG00000102524.11",9,73,65,46,79,59,37,79
"ENSG00000277246.1",4,0,6,7,7,7,4,4
"ENSG00000223177.1",0,0,0,0,0,0,0,0
"ENSG00000283384.1",0,0,0,3,0,0,1,1
"ENSG00000232087.1",0,0,0,0,0,0,0,0
"ENSG00000041515.15",26,7,22,11,27,16,19,33
"ENSG00000229938.1",0,0,0,0,0,0,0,0
"ENSG00000236242.1",0,1,0,0,2,0,0,2
"ENSG00000275216.2",1,0,4,0,0,0,0,0
"ENSG00000223617.2",0,0,0,0,0,0,0,0
"ENSG00000236053.1",0,0,0,0,0,0,0,0
"ENSG00000229792.1",0,0,0,0,0,0,0,0
"ENSG00000285534.1",0,27,15,27,14,25,7,38
"ENSG00000234854.1",0,0,0,0,0,0,0,0
"ENSG00000185950.8",316,3956,6404,5232,2870,2492,7300,3680
"ENSG00000275741.1",0,0,1,0,1,0,3,0
"ENSG00000275248.1",0,1,0,0,1,1,0,1
"ENSG00000201161.1",0,0,0,0,0,0,0,0
"ENSG00000274331.1",0,4,0,0,0,0,0,0
"ENSG00000275830.1",9,11,0,0,3,3,2,0
"ENSG00000276269.1",0,0,0,0,0,0,0,1
"ENSG00000231428.2",0,0,0,0,0,0,0,0
"ENSG00000265885.2",2,0,0,0,0,2,0,1
"ENSG00000279965.1",4,1,0,0,0,0,1,0
"ENSG00000187498.15",2798,5956,3932,2305,1754,3274,3153,3190
"ENSG00000279237.1",14,9,5,20,10,26,13,12
"ENSG00000134871.18",3134,7465,3632,2128,1909,3110,3012,2270
"ENSG00000276765.1",0,0,0,1,0,2,0,0
"ENSG00000224821.5",0,0,0,0,0,0,0,1
"ENSG00000232814.2",0,0,1,0,1,0,1,0
"ENSG00000139832.4",166,173,458,232,288,260,256,329
"ENSG00000275880.1",3,8,59,24,17,15,45,49
"ENSG00000213995.11",328,1046,1795,1276,1201,1110,1570,1218
"ENSG00000134905.16",269,674,877,672,838,859,1035,800
"ENSG00000153487.12",75,662,636,663,600,355,879,240
"ENSG00000225239.1",0,0,0,0,0,0,0,0
"ENSG00000259831.1",0,2,3,1,5,0,1,0
"ENSG00000255874.2",48,48,56,23,42,67,54,71
"ENSG00000088448.14",914,2890,3767,3252,4137,3509,3654,3554
"ENSG00000229152.2",21,381,346,318,473,266,275,280
"ENSG00000277767.1",11,23,5,11,19,26,12,11
"ENSG00000227105.1",0,0,1,1,4,0,0,0
"ENSG00000275989.1",0,0,0,0,0,0,0,0
"ENSG00000225760.2",0,0,0,0,7,2,2,3
"ENSG00000225870.1",0,0,0,0,0,0,0,0
"ENSG00000235875.3",0,2,4,3,8,1,2,1
"ENSG00000102606.18",545,1881,2564,1800,3553,3076,3923,2569
"ENSG00000233644.1",0,1,0,1,5,1,8,3
"ENSG00000227352.1",0,0,0,0,0,0,0,0
"ENSG00000285856.1",0,6,7,1,4,3,8,2
"ENSG00000274614.1",0,0,0,0,0,0,0,0
"ENSG00000153495.10",8,1,6,2,21,8,11,6
"ENSG00000204398.5",0,0,0,0,0,0,0,0
"ENSG00000215881.3",0,0,0,0,0,0,0,0
"ENSG00000226903.1",0,0,0,0,0,0,0,0
"ENSG00000200072.1",0,0,0,0,0,0,0,0
"ENSG00000182968.4",0,0,0,2,0,0,0,0
"ENSG00000260385.1",0,0,0,0,0,0,0,0
"ENSG00000229520.1",0,0,0,0,0,0,0,0
"ENSG00000224243.1",0,0,0,0,2,0,0,0
"ENSG00000260102.1",0,0,0,0,0,0,0,0
"ENSG00000260343.1",0,0,0,0,0,0,0,0
"ENSG00000223626.1",0,0,0,0,0,0,0,0
"ENSG00000153498.11",0,0,0,0,0,0,0,0
"ENSG00000126216.14",264,771,830,662,762,698,729,704
"ENSG00000277159.1",34,14,16,3,7,6,11,7
"ENSG00000197595.4",0,0,0,0,0,0,0,0
"ENSG00000274922.1",2,18,39,9,13,16,17,17
"ENSG00000068650.18",653,695,1579,486,906,893,1036,1952
"ENSG00000232684.1",0,0,0,0,0,0,0,0
"ENSG00000277545.1",0,0,2,1,0,0,0,10
"ENSG00000126217.20",458,1071,1207,1443,1561,1526,1729,1247
"ENSG00000267868.1",3,26,25,31,53,20,57,36
"ENSG00000235280.2",7,41,38,25,75,55,52,38
"ENSG00000269356.1",7,10,4,21,28,10,17,9
"ENSG00000269376.1",0,5,0,22,6,6,14,4
"ENSG00000057593.13",44,0,11,2,2,8,7,9
"ENSG00000126218.11",28,179,31,30,24,28,23,24
"ENSG00000231882.1",0,0,0,0,0,0,0,0
"ENSG00000230371.1",0,3,0,1,0,0,0,1
"ENSG00000283828.1",12,18,2,10,4,6,26,3
"ENSG00000126231.13",0,0,0,0,0,0,0,0
"ENSG00000269125.1",0,1,1,2,0,0,1,0
"ENSG00000126226.21",320,983,1181,1105,1247,1021,1189,1028
"ENSG00000139842.14",611,3664,3855,3229,4088,2590,4095,3038
"ENSG00000277942.1",0,6,3,0,0,6,3,7
"ENSG00000232662.2",0,0,0,0,1,0,2,3
"ENSG00000185896.10",953,4111,6015,3444,4158,3006,5613,4044
"ENSG00000139835.13",74,345,453,316,401,342,418,316
"ENSG00000276434.1",7,32,36,54,86,52,44,55
"ENSG00000225083.1",1,14,1,0,1,3,0,2
"ENSG00000153531.13",0,54,58,69,60,32,62,77
"ENSG00000150401.14",139,199,391,303,292,250,270,323
"ENSG00000233613.5",0,0,0,0,0,0,0,0
"ENSG00000202347.1",6,9,0,4,3,8,6,6
"ENSG00000150403.17",240,1414,2627,1101,2515,1305,1786,1241
"ENSG00000276916.1",0,5,7,14,14,29,7,17
"ENSG00000276248.1",14,28,31,32,33,49,45,45
"ENSG00000198176.12",383,1066,1698,1100,1287,1063,1362,1286
"ENSG00000186009.4",0,0,0,0,0,0,0,0
"ENSG00000185974.6",1,3,0,1,0,6,0,0
"ENSG00000279770.1",5,2,0,0,0,0,0,1
"ENSG00000184497.12",71,31,30,30,31,13,22,31
"ENSG00000233695.2",77,57,40,31,54,52,61,43
"ENSG00000183087.14",650,1383,640,725,408,614,596,450
"ENSG00000272695.1",24,40,19,26,9,13,20,4
"ENSG00000237699.2",0,3,0,0,0,1,0,0
"ENSG00000226921.6",0,0,0,0,0,0,0,0
"ENSG00000274766.1",0,0,0,0,0,0,0,0
"ENSG00000229373.8",0,0,0,0,0,0,0,0
"ENSG00000260910.1",0,1,3,3,0,0,2,2
"ENSG00000283199.2",45,66,57,77,53,132,156,131
"ENSG00000185989.10",190,245,327,225,229,280,305,322
"ENSG00000232487.1",0,4,0,2,4,1,1,2
"ENSG00000283361.2",0,1,0,0,0,0,0,0
"ENSG00000283347.1",0,0,0,0,0,0,2,0
"ENSG00000130177.15",487,1543,1725,1601,1801,1409,2016,1426
"ENSG00000264539.1",0,4,1,1,4,4,10,3
"ENSG00000265450.1",0,0,0,0,0,0,0,2
"ENSG00000285672.1",0,0,0,0,0,1,2,0
"ENSG00000169062.14",142,701,931,615,922,809,1004,773
"ENSG00000226158.1",0,0,1,2,4,0,1,0
"ENSG00000198824.6",109,739,1142,612,1209,646,1124,806
"ENSG00000229723.1",0,0,0,0,0,0,0,0
"ENSG00000260615.1",10,4,19,1,3,9,15,4
"ENSG00000283274.1",0,0,0,0,0,0,0,0
"ENSG00000215398.11",0,0,0,0,0,0,0,0
"ENSG00000206906.1",0,0,0,0,0,0,0,0
"ENSG00000257171.2",0,0,0,0,0,0,0,0
"ENSG00000257356.2",0,0,0,0,0,0,0,0
"ENSG00000257959.1",0,0,16,0,0,0,0,0
"ENSG00000257721.1",0,0,0,0,0,0,0,0
"ENSG00000258367.2",0,0,0,0,0,0,0,0
"ENSG00000257825.1",0,0,2,0,0,0,0,0
"ENSG00000257115.1",0,0,0,0,0,0,0,0
"ENSG00000257672.2",0,0,0,0,0,0,0,0
"ENSG00000258233.1",0,0,1,1,0,3,0,0
"ENSG00000257504.1",0,3,5,12,2,3,6,6
"ENSG00000257644.1",0,0,0,0,0,0,0,0
"ENSG00000257175.2",1,1,0,44,3,1,1,5
"ENSG00000258364.1",0,0,0,6,0,0,0,0
"ENSG00000257731.2",0,1,0,10,0,1,1,0
"ENSG00000258076.1",0,0,0,0,0,0,0,0
"ENSG00000257558.2",0,0,0,0,0,0,1,0
"ENSG00000239200.1",0,0,0,0,0,0,0,0
"ENSG00000257635.2",0,23,17,234,10,40,34,33
"ENSG00000257224.1",0,0,0,2,0,1,0,0
"ENSG00000277529.1",0,6,5,129,10,24,11,21
"ENSG00000277367.1",0,0,80,28,0,8,6,3
"ENSG00000278143.1",2,0,813,0,0,0,19,0
"ENSG00000257853.2",0,0,0,0,0,0,0,0
"ENSG00000257891.1",0,91,192,40,79,282,74,158
"ENSG00000258265.1",1,31,52,2,50,43,110,33
"ENSG00000222036.7",13,128,1345,145,166,634,1285,221
"ENSG00000275563.1",9,153,522,272,293,264,882,530
"ENSG00000212612.1",0,0,0,0,0,0,0,0
"ENSG00000258314.3",5,138,98,29,71,153,107,56
"ENSG00000274369.1",0,0,0,0,0,0,0,0
"ENSG00000225210.10",6,160,138,57,116,132,407,60
"ENSG00000277128.2",0,0,0,0,0,0,0,0
"ENSG00000277710.2",0,0,0,0,0,0,1,0
"ENSG00000278594.1",0,0,0,0,0,0,0,0
"ENSG00000196143.4",0,0,0,0,0,0,0,0
"ENSG00000271632.1",0,0,0,0,0,0,0,0
"ENSG00000277252.1",0,0,0,0,0,0,0,0
"ENSG00000258781.3",0,0,0,0,0,0,0,0
"ENSG00000285990.1",0,1,0,0,2,0,0,0
"ENSG00000257310.1",0,0,0,0,0,0,0,0
"ENSG00000277156.1",0,0,0,0,0,0,0,0
"ENSG00000244306.11",1,165,329,62,341,203,719,159
"ENSG00000228294.6",0,0,0,0,0,0,0,0
"ENSG00000274827.4",15,813,6325,1405,6087,6816,9921,3110
"ENSG00000278301.1",0,1,0,0,0,3,2,0
"ENSG00000187537.13",82,1099,1691,1272,3214,5252,4955,1556
"ENSG00000276888.1",17,215,1610,340,1271,128,936,313
"ENSG00000212516.1",0,0,0,0,0,0,1,0
"ENSG00000257162.6",0,0,8,2,2,5,4,2
"ENSG00000258027.2",0,4,41,0,12,14,4,0
"ENSG00000273639.6",0,0,143,31,1,11,16,3
"ENSG00000274649.1",0,2,5,0,0,7,10,2
"ENSG00000278184.1",0,0,7,7,4,0,0,2
"ENSG00000257432.1",0,0,5,7,3,1,2,2
"ENSG00000273558.1",0,1,6,0,0,5,2,5
"ENSG00000258324.2",0,0,0,0,0,0,0,0
"ENSG00000257493.1",0,0,0,0,0,0,0,0
"ENSG00000257751.2",0,0,0,0,0,0,0,0
"ENSG00000257846.2",0,1,4,0,0,2,3,9
"ENSG00000259069.1",0,0,35,1,3,2,18,12
"ENSG00000257884.2",0,7,66,3,14,26,32,20
"ENSG00000257395.1",0,0,39,8,6,1,9,4
"ENSG00000258080.1",0,0,6,1,0,0,0,1
"ENSG00000257142.1",0,0,0,0,0,0,0,2
"ENSG00000258453.3",0,0,0,5,0,0,0,0
"ENSG00000176294.5",0,3,6,0,6,1,10,3
"ENSG00000258438.3",0,0,0,0,0,0,0,0
"ENSG00000182652.3",0,9,10,0,1,9,6,3
"ENSG00000176312.4",0,0,0,0,0,1,0,0
"ENSG00000176299.5",5,0,0,0,0,0,3,3
"ENSG00000258564.2",0,0,0,0,0,0,1,0
"ENSG00000228304.1",0,0,2,0,0,0,1,0
"ENSG00000176290.8",0,0,0,0,0,0,0,0
"ENSG00000165762.3",1,0,17,0,11,1,11,3
"ENSG00000258541.1",0,0,0,0,0,0,2,0
"ENSG00000259016.1",0,0,0,0,0,0,0,0
"ENSG00000176281.4",0,3,0,0,0,0,0,0
"ENSG00000155249.5",0,0,0,0,0,0,0,0
"ENSG00000258822.2",0,0,0,0,0,0,0,0
"ENSG00000169488.6",0,0,0,0,0,0,0,0
"ENSG00000196383.6",0,0,0,0,0,0,0,0
"ENSG00000169484.3",0,0,0,0,0,0,0,0
"ENSG00000176253.3",0,0,0,1,0,0,0,0
"ENSG00000258899.1",0,0,0,0,0,0,0,0
"ENSG00000176246.1",0,0,0,0,0,0,0,0
"ENSG00000252999.1",0,0,0,0,0,0,0,0
"ENSG00000258641.1",0,0,0,2,0,0,0,0
"ENSG00000176230.6",0,0,0,0,0,0,0,1
"ENSG00000184394.2",0,0,0,0,0,0,0,0
"ENSG00000259074.1",0,0,0,0,0,0,0,0
"ENSG00000259095.1",0,0,0,0,0,0,0,0
"ENSG00000258468.1",0,0,0,0,0,0,0,0
"ENSG00000284742.1",0,0,0,0,0,0,0,0
"ENSG00000196832.4",0,0,0,0,0,0,0,0
"ENSG00000258625.2",0,0,0,0,0,0,0,0
"ENSG00000176219.3",0,0,0,0,0,0,0,0
"ENSG00000258806.2",0,0,0,0,0,0,0,0
"ENSG00000176198.3",0,0,0,0,0,0,0,0
"ENSG00000136319.11",171,777,1018,597,944,654,1039,532
"ENSG00000258768.2",9,28,62,27,42,43,45,35
"ENSG00000258459.1",0,0,0,0,0,0,0,0
"ENSG00000100814.17",168,515,796,608,527,424,522,534
"ENSG00000222489.1",182,944,1638,1545,1189,670,527,806
"ENSG00000238344.1",0,7,0,3,0,0,3,1
"ENSG00000259001.3",0,0,0,0,0,0,3,0
"ENSG00000277209.1",0,0,0,0,0,0,0,0
"ENSG00000129484.13",128,288,320,251,264,278,362,269
"ENSG00000254846.1",0,0,0,0,0,0,0,0
"ENSG00000129566.12",782,1947,2466,2275,2782,2305,3000,2928
"ENSG00000200225.1",0,0,0,0,0,0,0,0
"ENSG00000185271.8",18,52,13,10,12,27,17,4
"ENSG00000259162.1",0,0,0,0,0,1,0,0
"ENSG00000092094.10",200,537,586,534,591,505,641,574
"ENSG00000258515.1",0,0,0,0,0,0,0,0
"ENSG00000100823.11",442,1620,2692,1466,1804,1171,1826,1404
"ENSG00000165782.10",100,530,830,447,895,359,701,532
"ENSG00000198805.11",70,240,375,284,461,272,428,622
"ENSG00000258908.1",0,0,0,0,0,0,0,0
"ENSG00000182545.6",0,0,0,0,0,0,0,0
"ENSG00000258456.2",0,0,0,0,0,0,0,0
"ENSG00000258863.1",0,0,0,0,0,0,0,0
"ENSG00000188655.10",0,0,0,0,0,0,0,0
"ENSG00000259060.7",0,0,0,0,0,0,0,0
"ENSG00000173464.14",0,0,0,0,0,0,0,0
"ENSG00000258573.5",0,0,0,0,0,0,0,0
"ENSG00000258436.1",0,0,0,0,0,0,0,0
"ENSG00000239327.1",0,0,0,0,0,0,0,0
"ENSG00000181803.3",0,0,0,0,0,0,0,0
"ENSG00000199461.1",0,0,0,0,0,0,0,0
"ENSG00000258818.3",0,0,19,15,9,1,9,7
"ENSG00000214274.9",45,364,468,383,443,278,746,394
"ENSG00000259171.1",0,0,0,0,0,0,0,2
"ENSG00000258451.1",0,0,0,5,0,0,0,0
"ENSG00000259144.2",0,0,0,0,0,0,0,0
"ENSG00000258963.1",0,0,0,0,0,0,0,0
"ENSG00000181562.4",0,0,0,0,0,0,0,0
"ENSG00000181552.3",0,0,0,0,0,0,0,0
"ENSG00000169413.2",69,88,211,74,64,33,51,148
"ENSG00000258810.1",0,9,8,14,0,0,1,11
"ENSG00000129538.13",128,217,157,125,135,83,113,161
"ENSG00000259130.1",0,0,3,1,0,0,0,0
"ENSG00000258642.1",0,0,0,7,0,0,0,0
"ENSG00000169397.3",0,0,0,0,0,0,0,0
"ENSG00000258918.1",1,1,2,11,0,2,0,2
"ENSG00000258772.1",0,0,2,11,0,0,0,1
"ENSG00000136315.4",0,0,0,0,0,0,0,0
"ENSG00000169385.2",27,0,2,1,0,0,0,1
"ENSG00000243817.3",0,0,0,0,0,0,0,0
"ENSG00000258599.2",0,0,3,55,2,2,1,0
"ENSG00000165792.17",152,677,653,516,527,519,401,433
"ENSG00000258471.2",5,5,10,66,0,12,2,7
"ENSG00000165794.9",8,16,135,562,15,10,13,14
"ENSG00000165795.23",760,2372,3418,3398,2041,974,2490,1909
"ENSG00000284122.1",0,0,0,0,0,0,0,0
"ENSG00000179636.14",0,5,0,0,1,0,0,0
"ENSG00000258604.1",0,8,3,4,6,0,0,1
"ENSG00000255472.1",0,0,0,0,0,0,0,0
"ENSG00000206150.3",0,0,0,0,0,0,0,0
"ENSG00000165799.4",10,8,4,17,6,10,10,11
"ENSG00000173431.2",0,0,0,0,0,0,0,0
"ENSG00000165801.9",380,668,516,532,347,453,372,424
"ENSG00000165804.15",79,271,144,164,132,169,129,164
"ENSG00000232070.8",0,1,2,7,4,6,5,6
"ENSG00000178107.2",0,0,0,0,0,0,0,0
"ENSG00000258722.2",0,0,0,0,0,0,0,0
"ENSG00000200102.1",0,0,0,0,0,0,0,0
"ENSG00000169327.5",0,2,0,0,0,1,0,0
"ENSG00000259102.2",0,0,0,0,0,0,0,0
"ENSG00000258906.2",0,0,0,0,0,0,0,0
"ENSG00000258441.1",32,269,267,181,324,364,328,285
"ENSG00000092199.17",2166,9182,16175,8729,13873,7304,11418,10389
"ENSG00000092200.12",13,15,11,7,37,24,13,29
"ENSG00000092201.9",924,3543,5113,2973,4377,2723,3742,3318
"ENSG00000260830.1",0,0,1,1,1,1,1,2
"ENSG00000100888.13",1400,4685,6785,4030,6216,4679,5926,4892
"ENSG00000199436.1",4,64,84,86,56,70,56,46
"ENSG00000200785.1",0,0,0,0,0,0,0,0
"ENSG00000241035.2",0,0,0,0,0,0,0,0
"ENSG00000258870.1",0,0,0,0,0,0,0,0
"ENSG00000274475.1",0,0,0,0,0,0,0,0
"ENSG00000129472.14",201,917,1027,820,1642,862,1220,863
"ENSG00000092203.13",545,1975,3078,1852,2492,1620,2633,2143
"ENSG00000165819.11",416,1055,1382,1161,1573,1140,1471,1308
"ENSG00000165821.11",225,397,461,248,534,351,495,261
"ENSG00000257096.1",0,0,0,0,0,0,0,0
"ENSG00000256737.1",0,0,0,0,0,0,0,1
"ENSG00000169208.2",0,0,0,0,0,0,0,0
"ENSG00000256081.2",0,0,0,0,0,0,1,0
"ENSG00000273586.2",0,0,0,0,0,0,0,0
"ENSG00000256385.1",0,0,0,0,0,0,0,0
"ENSG00000255569.1",1,2,0,0,0,0,0,0
"ENSG00000255582.1",0,0,0,0,0,0,0,0
"ENSG00000256553.1",0,0,2,11,0,1,1,2
"ENSG00000255664.1",0,0,0,0,0,0,0,0
"ENSG00000221977.2",0,0,0,0,0,0,0,0
"ENSG00000276240.2",0,0,1,1,4,0,1,0
"ENSG00000256350.1",0,1,0,2,0,0,0,0
"ENSG00000211776.2",0,4,3,0,0,1,3,0
"ENSG00000248358.2",0,0,0,0,0,0,0,0
"ENSG00000211777.2",8,3,1,0,2,2,2,0
"ENSG00000211778.2",0,0,0,3,0,0,6,4
"ENSG00000211779.3",0,1,6,0,2,1,0,11
"ENSG00000240954.1",1,6,5,17,9,0,6,0
"ENSG00000211780.3",0,0,0,4,0,0,2,0
