"","M_B_RNA1","M_B_RNA2","M_B_RNA4","N_W_RNA7","M_B_RNA8","M_B_RNA9","N_W_RNA13","N_W_RNA15","N_W_RNA18","M_B_RNA19","M_B_RNA20"
"ENSG00000211828.1",0,0,11,0,0,0,0,0,0,0,0
"ENSG00000211829.9",0,16,0,3,4,3,3,2,2,0,23
"ENSG00000256590.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211831.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249446.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211832.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211833.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211834.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000211835.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250688.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211836.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000211837.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000211838.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248366.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000211839.1",0,0,0,0,2,0,0,0,3,0,0
"ENSG00000211840.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211841.1",0,0,0,0,0,0,6,0,1,0,0
"ENSG00000211842.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211843.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000211844.1",0,0,0,0,0,0,0,1,1,0,0
"ENSG00000211845.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000211846.1",0,0,0,0,0,0,0,0,2,0,0
"ENSG00000211847.1",0,0,0,1,2,0,0,0,0,1,0
"ENSG00000211848.1",0,0,0,0,0,1,1,0,1,0,0
"ENSG00000211849.1",0,0,0,0,0,0,1,1,2,1,4
"ENSG00000211850.1",0,0,0,0,0,0,2,1,4,0,2
"ENSG00000211851.1",0,0,0,0,0,0,0,0,0,0,4
"ENSG00000278661.1",0,0,0,0,0,0,1,1,1,0,3
"ENSG00000276699.1",0,0,0,0,2,0,0,0,0,0,1
"ENSG00000211854.1",0,0,0,0,0,1,0,0,2,1,0
"ENSG00000211855.1",0,0,7,0,0,3,0,1,1,0,3
"ENSG00000211856.1",0,0,0,0,2,0,2,0,0,0,5
"ENSG00000211857.1",0,0,0,0,0,0,0,0,0,0,2
"ENSG00000211858.1",0,0,0,0,1,0,2,0,0,0,4
"ENSG00000211859.1",0,6,0,0,0,0,0,0,0,0,1
"ENSG00000211860.1",0,0,0,0,0,0,1,2,1,0,2
"ENSG00000211861.1",0,0,0,0,0,0,2,0,2,0,0
"ENSG00000211862.1",0,0,0,0,0,0,2,0,1,0,0
"ENSG00000211863.1",0,0,0,2,0,1,0,0,2,0,3
"ENSG00000211864.2",0,0,0,0,1,0,0,1,0,0,0
"ENSG00000211865.1",0,9,0,0,0,1,0,0,1,0,0
"ENSG00000211866.1",0,0,0,0,0,2,2,2,0,0,2
"ENSG00000211867.1",0,0,0,2,8,0,0,0,0,0,1
"ENSG00000211868.1",0,0,0,0,4,0,1,0,3,0,6
"ENSG00000211869.1",1,4,0,0,0,2,1,0,0,0,3
"ENSG00000211870.1",0,0,0,0,0,0,0,0,1,0,1
"ENSG00000211871.1",0,0,0,0,3,0,1,0,0,0,0
"ENSG00000211872.1",0,0,0,0,1,0,0,1,0,0,0
"ENSG00000211873.1",0,0,0,0,0,0,0,0,4,0,0
"ENSG00000211875.1",0,0,0,0,0,0,0,3,0,0,3
"ENSG00000211876.1",0,0,0,3,0,1,2,0,1,0,4
"ENSG00000211877.1",0,0,0,0,0,0,1,0,1,0,3
"ENSG00000211878.1",0,0,0,1,0,0,0,0,1,0,2
"ENSG00000211879.1",1,0,0,1,3,0,0,1,0,0,8
"ENSG00000211880.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211881.1",0,0,0,0,0,0,1,1,5,0,5
"ENSG00000211882.1",0,0,0,0,0,1,1,1,0,0,0
"ENSG00000211883.1",0,0,0,0,0,0,0,0,2,0,2
"ENSG00000211884.1",0,0,0,1,0,0,0,0,0,0,4
"ENSG00000211885.1",2,0,0,0,0,0,2,3,0,0,2
"ENSG00000211886.1",0,0,0,2,0,0,4,0,2,0,0
"ENSG00000211887.2",0,0,0,0,0,0,3,0,0,0,0
"ENSG00000211888.2",0,0,0,0,0,0,0,1,0,0,3
"ENSG00000277734.7",39,50,10,53,46,32,44,77,76,10,194
"ENSG00000259054.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000259003.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129562.10",579,321,347,2138,1651,220,761,1685,1251,1308,1065
"ENSG00000275552.1",0,8,0,9,11,0,2,8,3,13,1
"ENSG00000100439.10",317,517,145,526,762,129,415,688,467,725,507
"ENSG00000255804.2",0,3,0,2,1,0,2,0,2,1,0
"ENSG00000242061.1",0,0,0,0,9,0,1,0,2,0,0
"ENSG00000258458.6",9,3,0,15,25,2,41,26,28,20,24
"ENSG00000235213.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258823.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212302.1",0,0,0,0,0,0,0,0,0,3,1
"ENSG00000155463.12",431,518,344,1444,985,345,815,1271,1056,1049,858
"ENSG00000155465.18",26,52,28,86,20,26,47,38,114,21,83
"ENSG00000172590.18",127,158,71,473,396,102,328,463,392,262,297
"ENSG00000157227.12",632,1304,717,1670,1272,539,1210,1232,1288,331,2144
"ENSG00000212335.1",0,0,0,0,0,0,0,0,0,0,4
"ENSG00000199716.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197324.8",1434,1593,1338,4235,2760,1387,2866,4398,3414,2467,1948
"ENSG00000139890.9",0,1,2,4,8,2,6,4,6,1,8
"ENSG00000100461.17",631,723,649,2600,1787,577,1587,2374,1832,1429,1797
"ENSG00000237054.9",0,0,0,3,0,0,0,1,0,0,3
"ENSG00000100462.15",509,505,335,1978,1227,325,923,1538,1307,1019,1098
"ENSG00000257285.5",0,0,0,5,7,3,10,13,0,0,1
"ENSG00000092036.18",99,106,110,360,198,88,207,248,227,153,271
"ENSG00000259132.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284118.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129474.15",252,302,279,215,338,228,550,281,223,84,749
"ENSG00000258457.5",9,18,0,14,17,6,36,22,9,15,37
"ENSG00000100802.14",68,73,139,187,130,66,200,220,134,114,222
"ENSG00000280129.1",1,4,0,13,21,0,9,17,14,11,21
"ENSG00000100804.18",507,468,317,2678,1522,360,947,1872,1411,1147,1038
"ENSG00000279656.1",0,0,0,20,0,1,9,9,14,0,0
"ENSG00000222028.3",0,0,0,1,2,0,1,0,0,0,1
"ENSG00000139880.19",24,70,14,50,30,22,86,46,71,28,50
"ENSG00000100813.14",1170,1810,1008,3564,2348,2160,3690,3737,3500,3096,3252
"ENSG00000179933.5",230,176,140,1342,712,175,402,1025,824,362,690
"ENSG00000283654.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092067.5",0,0,0,1,0,1,0,2,0,0,1
"ENSG00000092068.19",1570,1886,523,3632,3960,687,3293,4663,3347,1135,2016
"ENSG00000202229.1",0,6,0,0,0,0,0,1,1,0,1
"ENSG00000215277.8",2,4,0,0,0,0,2,1,2,0,0
"ENSG00000240131.1",0,5,0,0,0,0,0,0,0,0,0
"ENSG00000252347.1",0,0,0,0,0,0,0,2,1,0,3
"ENSG00000215271.7",249,290,220,1143,776,172,498,707,671,411,811
"ENSG00000270433.1",0,0,0,1,0,1,0,0,0,0,0
"ENSG00000235194.8",137,148,135,353,263,135,266,340,298,417,311
"ENSG00000129473.9",669,510,513,2194,1662,686,1532,2661,1559,1265,1078
"ENSG00000258643.5",0,0,0,3,11,10,11,11,1,32,17
"ENSG00000100836.10",221,278,129,660,561,273,630,930,836,791,600
"ENSG00000092096.16",502,593,368,952,1134,136,1090,1698,827,327,495
"ENSG00000100842.12",489,589,249,608,709,109,910,1159,548,14,588
"ENSG00000259018.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000166090.8",3,0,0,0,0,0,0,0,0,0,0
"ENSG00000166091.20",2,0,21,3,0,0,2,4,2,0,4
"ENSG00000197616.11",8,0,0,0,6,0,8,7,0,0,1
"ENSG00000199157.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092054.12",0,2,1,2,832,29,0,0,0,0,2
"ENSG00000258444.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215991.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129460.15",155,128,112,718,409,167,466,580,504,359,450
"ENSG00000157306.14",33,13,26,29,51,95,69,85,52,115,63
"ENSG00000136367.13",50,131,102,38,22,115,89,71,112,80,81
"ENSG00000273618.1",0,0,0,2,3,1,3,4,3,9,4
"ENSG00000259431.5",48,106,19,217,201,188,264,287,167,222,160
"ENSG00000213983.11",585,767,419,1568,711,459,1199,1256,1365,1717,1176
"ENSG00000258727.1",104,239,60,152,201,483,456,441,293,513,286
"ENSG00000092051.16",31,171,70,196,27,24,63,240,103,5,60
"ENSG00000274002.1",0,0,0,0,0,4,0,1,0,1,3
"ENSG00000100867.14",6,0,0,6,5,5,3,4,7,16,6
"ENSG00000258464.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259043.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270618.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222931.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258887.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285727.1",0,0,0,3,6,0,2,2,1,1,0
"ENSG00000259334.1",0,0,0,7,12,2,9,7,2,5,3
"ENSG00000215256.3",234,184,112,657,451,105,420,711,403,284,426
"ENSG00000157326.18",137,118,57,303,105,33,232,284,164,124,213
"ENSG00000187630.16",107,162,128,313,249,91,314,456,301,162,244
"ENSG00000285467.1",0,0,0,4,0,0,4,4,1,0,0
"ENSG00000225766.10",0,0,0,6,0,0,8,2,5,0,2
"ENSG00000186648.14",17,44,17,15,9,2,28,22,32,6,48
"ENSG00000100884.9",11,26,71,85,69,0,37,61,54,5,98
"ENSG00000129535.12",25,22,7,30,17,3,30,51,30,15,19
"ENSG00000100889.11",154,175,122,608,327,108,212,340,359,351,290
"ENSG00000100897.17",985,1103,571,3544,2142,1009,1916,3116,1907,2089,1501
"ENSG00000259371.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139914.6",1,5,0,8,15,1,6,4,2,1,1
"ENSG00000092010.14",750,735,827,3350,1895,495,1320,2807,2277,1058,2081
"ENSG00000100908.13",41,52,9,237,83,71,137,177,148,56,43
"ENSG00000259321.1",6,8,0,8,7,4,11,9,24,6,19
"ENSG00000100911.15",375,577,230,1893,1062,455,883,1442,1485,804,1033
"ENSG00000283856.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092098.16",112,246,209,398,182,173,281,340,355,264,310
"ENSG00000259529.1",6,53,17,14,9,15,20,29,27,26,19
"ENSG00000199804.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000213928.8",29,109,0,56,39,111,70,149,107,95,65
"ENSG00000100918.12",37,283,60,95,69,227,161,152,135,117,102
"ENSG00000196497.16",2,3,2,29,12,4,7,8,25,22,16
"ENSG00000259522.3",2,0,0,0,0,0,1,0,1,0,2
"ENSG00000100926.14",34,24,42,123,89,14,59,102,86,121,49
"ENSG00000254692.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276698.1",11,17,0,30,24,9,20,9,39,37,23
"ENSG00000278784.1",24,19,11,47,40,6,72,56,45,41,54
"ENSG00000139908.14",0,0,0,1,0,0,13,3,1,6,2
"ENSG00000254505.9",17,27,10,33,10,9,22,20,40,26,20
"ENSG00000260669.2",2,13,0,1,4,4,17,14,6,8,4
"ENSG00000213920.8",0,2,0,3,0,0,0,3,0,1,3
"ENSG00000255526.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129559.12",170,138,172,969,612,96,463,790,538,357,502
"ENSG00000100938.17",454,466,183,1766,995,250,850,1311,924,689,962
"ENSG00000092330.16",457,381,323,2110,1147,377,962,1488,1172,1026,950
"ENSG00000092295.11",30,55,29,101,20,31,69,39,88,22,46
"ENSG00000100949.14",168,202,94,629,386,128,356,544,372,408,251
"ENSG00000157379.13",134,172,169,545,321,167,327,590,376,252,370
"ENSG00000196943.13",354,405,265,1792,812,332,758,1323,1073,846,798
"ENSG00000136305.11",70,116,61,204,129,27,160,184,124,19,150
"ENSG00000213906.9",24,28,2,39,16,21,57,33,59,48,54
"ENSG00000213903.8",43,170,9,108,81,73,229,69,142,83,245
"ENSG00000129467.13",33,91,54,71,91,91,116,73,69,11,74
"ENSG00000258973.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129465.15",11,15,14,51,26,22,37,31,57,7,84
"ENSG00000283290.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100968.13",64,256,179,343,99,218,241,194,159,58,218
"ENSG00000205978.5",240,581,262,444,441,168,629,417,379,17,1027
"ENSG00000139899.10",33,93,15,66,19,95,41,58,66,27,52
"ENSG00000100441.9",665,1017,405,2440,1649,867,1848,2375,1983,1992,2151
"ENSG00000100445.17",158,185,32,266,239,284,360,397,253,519,260
"ENSG00000258744.1",8,6,0,16,17,11,25,23,5,5,24
"ENSG00000092009.10",0,0,12,18,3,4,3,1,4,0,2
"ENSG00000100448.3",1,0,0,20,0,1,5,2,9,0,3
"ENSG00000258657.5",0,0,0,3,0,2,3,1,2,0,0
"ENSG00000100450.12",16,0,14,49,13,7,10,23,28,2,35
"ENSG00000100453.12",4,3,0,24,6,5,12,24,34,5,51
"ENSG00000168952.15",386,182,566,1328,1752,73,976,2048,795,1119,899
"ENSG00000258098.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257179.1",2,0,2,3,0,1,1,0,0,0,0
"ENSG00000258275.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257976.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257986.2",0,0,0,0,0,0,0,2,0,0,0
"ENSG00000212270.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279521.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285633.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257503.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139910.19",24,2,117,152,109,44,89,165,126,11,93
"ENSG00000262119.1",0,0,0,27,30,9,25,55,31,2,34
"ENSG00000257842.5",0,0,0,0,0,0,1,0,0,1,0
"ENSG00000257845.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257185.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258081.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257612.1",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000265165.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258932.5",0,0,0,0,0,0,4,0,0,0,0
"ENSG00000258548.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264657.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197358.9",12,7,5,5,3,1,1,9,2,5,3
"ENSG00000257869.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240179.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258175.1",3,0,0,14,2,0,6,5,37,5,5
"ENSG00000257662.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258282.2",2,0,0,0,0,0,0,0,0,0,0
"ENSG00000257126.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176165.10",0,0,0,0,0,0,0,0,2,0,0
"ENSG00000186960.10",0,0,0,1,0,1,0,0,0,0,0
"ENSG00000257056.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257748.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274762.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258038.5",0,0,0,4,2,0,0,0,0,5,1
"ENSG00000258065.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257523.2",0,0,0,0,4,7,3,2,1,1,0
"ENSG00000207164.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258028.1",0,0,0,0,0,5,1,0,0,12,0
"ENSG00000252065.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257522.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258107.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212518.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184304.14",840,843,498,2455,2420,402,2011,3093,1862,2852,2967
"ENSG00000257120.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252686.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257904.1",0,0,0,0,0,0,0,0,0,2,2
"ENSG00000248975.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240201.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279032.1",0,0,0,0,0,0,0,4,0,0,0
"ENSG00000257636.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278587.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258350.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000092140.15",178,88,132,1529,1262,245,750,1122,986,821,985
"ENSG00000092108.20",571,451,476,3400,2834,411,1728,2692,2327,2061,1945
"ENSG00000258648.1",0,0,0,0,0,0,0,0,0,4,0
"ENSG00000258558.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243855.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240513.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213867.4",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000100473.16",158,95,199,522,177,419,350,349,188,172,200
"ENSG00000258525.1",1,2,0,22,15,3,16,16,12,20,45
"ENSG00000196792.11",384,280,415,2720,2021,528,1499,1873,1950,1576,1800
"ENSG00000258886.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207952.1",3,0,0,11,6,1,4,10,11,9,4
"ENSG00000258968.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100478.14",90,143,120,386,272,109,294,334,304,134,277
"ENSG00000092148.12",2731,2152,2510,13922,9801,2410,8053,9973,9215,6738,9428
"ENSG00000258640.3",2,22,0,6,6,1,19,19,36,16,28
"ENSG00000207440.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202402.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000257831.1",5,0,0,0,0,2,1,2,2,2,1
"ENSG00000199291.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129493.14",146,100,136,770,770,171,461,642,607,580,492
"ENSG00000283016.1",1,0,0,0,1,3,3,7,0,1,1
"ENSG00000203546.7",6,0,0,11,7,1,6,0,13,6,9
"ENSG00000250365.6",0,0,0,1,0,0,1,1,0,5,1
"ENSG00000129480.12",133,59,177,744,494,94,341,500,314,331,329
"ENSG00000239323.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214943.4",0,0,0,3,0,0,0,0,0,0,0
"ENSG00000151413.16",114,123,102,657,552,90,364,510,434,377,499
"ENSG00000258196.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257155.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223087.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207412.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257472.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258474.1",1,0,0,0,0,3,0,0,0,0,1
"ENSG00000275002.1",0,0,0,0,0,0,0,1,0,1,2
"ENSG00000258386.1",0,0,0,0,1,0,2,1,1,1,8
"ENSG00000258655.2",25,7,21,65,53,8,36,47,51,18,92
"ENSG00000100852.12",2161,1285,1580,12521,9384,2183,6695,8250,9877,4723,11329
"ENSG00000285608.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000201654.1",0,1,0,11,5,5,2,4,6,6,11
"ENSG00000202337.1",4,0,0,22,28,4,6,15,24,11,12
"ENSG00000258619.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259086.3",0,0,1,1,0,0,1,0,0,1,0
"ENSG00000151320.10",57,65,126,287,371,185,240,210,292,189,289
"ENSG00000258580.1",0,0,0,0,0,1,0,0,2,0,0
"ENSG00000278746.1",0,0,0,2,0,0,0,1,1,0,1
"ENSG00000259045.1",2,3,0,1,1,0,0,1,1,1,0
"ENSG00000280281.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000151322.18",19,41,27,73,27,35,76,55,59,5,55
"ENSG00000129521.13",91,86,131,495,261,107,194,111,157,137,270
"ENSG00000258897.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223593.1",0,0,0,0,4,1,2,3,1,3,0
"ENSG00000165389.6",138,103,122,1759,1150,116,572,1102,929,745,950
"ENSG00000237450.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129518.8",246,191,197,1564,844,158,571,1005,750,563,870
"ENSG00000279423.1",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000259002.2",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000206596.1",675,1814,279,12,6,37,17,5,4,11,17
"ENSG00000206588.1",154,270,26,9,4,12,12,6,2,8,11
"ENSG00000259135.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000129515.18",347,323,345,2282,1712,377,1127,1598,1553,950,1635
"ENSG00000240463.1",1,1,1,2,8,14,23,11,6,5,5
"ENSG00000275978.1",0,0,0,0,0,0,3,0,0,0,0
"ENSG00000253003.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241582.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165410.14",317,220,574,1732,882,496,1080,1229,981,759,891
"ENSG00000243824.1",24,16,6,8,2,1,1,2,2,1,6
"ENSG00000198604.10",576,357,264,2944,2303,1108,1851,1807,3122,2850,2231
"ENSG00000251726.1",4,0,0,16,21,4,8,17,28,19,22
"ENSG00000258738.1",7,6,0,105,83,7,49,56,48,33,71
"ENSG00000258704.6",4,13,1,52,54,22,40,30,40,24,52
"ENSG00000258493.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226677.3",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000100883.11",682,451,331,3124,2742,440,1565,2512,2108,2153,1647
"ENSG00000151327.12",527,397,428,3132,2540,640,1538,2993,1858,850,1249
"ENSG00000092020.10",150,71,224,959,681,125,451,745,448,396,440
"ENSG00000279434.1",12,5,53,29,50,35,29,43,55,26,36
"ENSG00000100890.15",98,136,26,263,250,137,216,244,224,157,209
"ENSG00000258790.1",0,0,0,0,1,2,4,2,3,0,1
"ENSG00000241052.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259090.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282625.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282308.1",4,2,0,21,17,5,24,16,38,10,30
"ENSG00000256243.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240392.1",2,0,0,6,5,2,14,3,6,16,4
"ENSG00000100902.10",58,121,59,325,253,57,185,280,261,248,197
"ENSG00000258860.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000240023.1",0,0,0,0,0,0,0,0,4,0,3
"ENSG00000100906.10",1248,1399,793,3612,2252,1258,2158,2566,4348,2043,3641
"ENSG00000259022.2",0,0,1,0,2,2,4,0,1,0,0
"ENSG00000259017.1",3,0,0,4,0,0,5,0,2,1,0
"ENSG00000259105.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000258783.1",0,0,0,0,0,1,4,0,0,5,0
"ENSG00000168348.3",0,0,0,0,0,0,3,0,0,3,3
"ENSG00000174373.16",1651,1236,1257,6240,5988,1714,5032,5805,5130,4489,5658
"ENSG00000253059.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257957.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258938.1",4,5,0,12,9,5,21,13,9,3,9
"ENSG00000258300.2",0,0,1,0,0,0,1,1,0,0,0
"ENSG00000100916.13",90,46,24,471,396,57,280,324,340,378,305
"ENSG00000257272.1",0,0,0,7,1,0,1,2,14,3,3
"ENSG00000257307.1",0,2,0,2,1,0,3,0,1,3,1
"ENSG00000258342.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257614.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257720.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257826.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257585.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000259104.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258844.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252312.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151332.18",133,123,137,614,616,194,373,493,438,450,578
"ENSG00000283098.1",0,0,0,5,5,0,4,1,1,4,0
"ENSG00000188831.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238540.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257520.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229415.9",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000136352.17",0,0,0,0,1,0,0,1,0,0,0
"ENSG00000253563.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258467.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243730.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000136327.6",0,1,0,0,1,0,0,1,1,0,0
"ENSG00000201395.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258661.1",0,0,0,2,10,0,1,4,1,0,0
"ENSG00000198807.12",129,132,176,443,974,63,447,1117,504,129,610
"ENSG00000183032.11",24,15,13,124,83,12,52,92,47,108,56
"ENSG00000258690.1",0,0,0,0,0,0,0,0,2,0,0
"ENSG00000258601.1",1,0,0,0,0,0,0,1,1,0,0
"ENSG00000266327.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258827.2",0,0,0,12,11,1,12,11,2,22,11
"ENSG00000258708.1",29,11,26,200,139,10,111,236,66,89,132
"ENSG00000252746.1",0,0,0,0,0,0,0,0,0,0,2
"ENSG00000151338.18",270,222,265,1956,2106,1047,1651,1747,1455,3318,1734
"ENSG00000207046.1",0,0,0,1,0,0,0,0,0,1,0
"ENSG00000259087.5",6,14,7,20,16,5,35,9,22,26,26
"ENSG00000258414.1",440,270,222,1270,2900,452,1849,2339,1334,2189,1215
"ENSG00000129514.5",2733,1896,1532,13377,9467,1860,6133,12661,7998,10282,6215
"ENSG00000139865.16",1475,737,841,4756,6017,3595,6715,5763,4401,7303,6903
"ENSG00000200385.1",48,13,9,87,109,25,107,70,83,125,120
"ENSG00000201431.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259091.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258696.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000259048.1",0,0,0,1,1,3,0,0,8,1,1
"ENSG00000258649.1",0,0,0,1,1,1,1,2,1,2,3
"ENSG00000139874.5",11,16,10,113,47,12,28,26,20,491,104
"ENSG00000176435.6",55,82,58,81,60,100,74,61,64,12,97
"ENSG00000259072.1",0,0,0,0,0,0,1,0,0,7,0
"ENSG00000271468.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258948.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259070.5",2,36,0,56,4,17,27,12,44,3,19
"ENSG00000258680.2",0,0,0,0,0,0,0,0,0,0,0
