"","M_B_RNA1","M_B_RNA2","N_B_RNA3","M_B_RNA4","N_B_RNA5","M_B_RNA8","M_B_RNA9","N_B_RNA10","N_B_RNA11","M_B_RNA19","M_B_RNA20"
"ENSG00000220749.4",13,8,7,36,40,24,2,47,48,15,36
"ENSG00000264358.1",0,0,0,0,1,0,0,1,0,0,1
"ENSG00000252879.1",0,0,0,2,0,0,0,1,0,0,0
"ENSG00000229983.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226251.5",2,0,0,0,0,0,0,3,0,0,0
"ENSG00000066027.11",376,208,242,363,1927,1817,326,1568,1900,1129,1768
"ENSG00000230063.1",5,0,0,2,34,29,12,33,29,40,37
"ENSG00000234915.1",0,0,0,0,1,3,1,0,1,3,0
"ENSG00000225338.1",11,8,11,6,2,0,0,3,1,2,2
"ENSG00000201544.1",0,0,0,0,6,16,1,9,7,9,20
"ENSG00000229832.1",2,4,3,0,23,19,8,12,31,13,15
"ENSG00000065600.12",91,14,54,20,148,221,73,183,308,177,150
"ENSG00000117691.9",464,349,333,252,1044,949,256,902,1183,628,694
"ENSG00000224535.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228067.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260805.2",2,2,3,0,15,7,3,14,26,9,8
"ENSG00000162772.16",252,258,375,168,278,1534,412,1562,887,486,3590
"ENSG00000235862.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162771.7",0,0,0,0,0,0,3,2,0,2,7
"ENSG00000226036.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237980.1",0,0,3,0,1,0,1,0,0,0,0
"ENSG00000123685.8",0,8,11,0,9,8,3,7,4,15,16
"ENSG00000117697.14",198,132,186,164,794,831,131,615,1027,409,718
"ENSG00000203705.10",84,53,77,63,338,375,62,304,495,241,307
"ENSG00000236905.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185523.6",0,12,0,0,1,3,0,2,1,5,2
"ENSG00000198468.7",8,21,23,0,15,33,6,13,70,38,16
"ENSG00000235182.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236317.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162769.12",249,158,107,134,747,1162,151,680,1699,591,648
"ENSG00000282718.1",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000143494.15",39,46,80,19,160,163,14,86,250,46,211
"ENSG00000174606.13",404,278,246,396,1307,1807,342,1261,2290,1041,1465
"ENSG00000136643.11",757,326,360,824,1597,3362,361,1991,6495,1378,1471
"ENSG00000228646.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225233.1",0,0,0,0,0,0,0,0,0,2,0
"ENSG00000228255.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230461.8",4,0,0,1,11,5,0,1,2,0,2
"ENSG00000281664.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117707.15",45,37,39,36,92,68,14,91,55,9,163
"ENSG00000274895.1",0,0,0,0,0,1,0,1,0,0,2
"ENSG00000272167.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283518.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143499.13",219,244,176,208,493,654,176,489,1185,237,550
"ENSG00000228470.1",0,8,0,0,1,3,1,0,0,0,5
"ENSG00000152104.11",1433,2012,1154,1104,3390,3159,1291,3629,3716,1068,3970
"ENSG00000213036.3",2,6,3,5,5,13,1,9,28,13,16
"ENSG00000215819.3",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000117724.12",84,113,182,85,246,232,311,176,284,427,482
"ENSG00000250536.1",0,1,0,1,0,0,0,1,0,0,0
"ENSG00000224584.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185221.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223869.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000082482.13",0,0,3,0,5,10,7,3,2,1,1
"ENSG00000232809.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282265.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000136636.12",1353,1098,995,864,5254,6211,1568,4610,7626,7291,3747
"ENSG00000042781.12",5,1,0,0,9,8,0,3,7,1,9
"ENSG00000202498.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229242.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233620.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236292.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226013.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196482.16",280,253,261,185,944,1236,785,594,1606,515,1025
"ENSG00000092978.10",275,225,270,205,1147,1371,494,1083,1752,1404,1335
"ENSG00000162814.10",18,13,11,19,78,207,16,76,221,195,89
"ENSG00000234070.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228247.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231814.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230714.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232100.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201493.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000067533.5",137,146,105,137,705,783,209,646,1119,580,888
"ENSG00000229016.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223375.1",0,0,0,0,0,0,2,0,0,1,0
"ENSG00000232480.1",2,0,0,0,1,10,6,2,0,2,5
"ENSG00000092969.11",138,120,233,322,822,575,541,374,737,107,664
"ENSG00000281453.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228208.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212610.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226693.1",0,0,0,0,0,0,0,0,3,0,0
"ENSG00000225561.1",0,0,0,0,0,0,0,3,0,0,1
"ENSG00000228063.1",4,0,0,0,16,12,8,5,11,12,11
"ENSG00000143353.11",269,123,91,134,958,1259,187,823,1729,956,763
"ENSG00000225920.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223842.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277007.1",8,7,1,0,26,31,28,14,54,23,60
"ENSG00000228536.2",0,0,0,0,9,0,0,0,0,0,3
"ENSG00000238232.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215817.6",27,21,12,17,6,4,0,9,6,3,9
"ENSG00000196660.10",0,0,0,0,78,5,0,24,11,24,10
"ENSG00000252086.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221673.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000136628.17",947,739,689,1180,3958,4599,966,3104,5729,4247,3515
"ENSG00000162813.17",165,252,146,333,660,655,280,537,968,592,502
"ENSG00000067704.9",825,475,619,826,2964,3452,520,2416,4420,3502,2559
"ENSG00000207590.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207624.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232134.1",8,0,6,3,3,0,0,3,1,1,1
"ENSG00000118873.15",870,678,619,680,2834,3320,701,2588,3908,2554,2800
"ENSG00000281696.1",0,0,0,0,0,2,0,0,0,0,0
"ENSG00000222370.1",0,0,0,0,13,5,3,1,1,4,1
"ENSG00000270585.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270708.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218283.2",68,90,55,42,233,231,72,188,274,148,194
"ENSG00000213033.4",3,7,26,0,6,4,8,6,10,25,2
"ENSG00000230318.2",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232883.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226927.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260505.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235163.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234863.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226226.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231529.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116141.15",125,108,81,76,343,443,102,272,450,377,430
"ENSG00000243872.3",0,0,1,0,0,0,2,0,0,0,1
"ENSG00000233012.2",6,17,0,1,16,20,24,10,16,59,34
"ENSG00000162817.6",864,695,353,696,2143,2521,755,1908,4227,3369,1210
"ENSG00000117791.15",193,144,129,115,720,693,151,597,846,575,361
"ENSG00000186205.12",670,418,194,663,1830,2923,774,1429,4101,5451,894
"ENSG00000221571.3",2,0,0,0,11,2,0,1,2,4,2
"ENSG00000276642.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272823.1",0,0,0,0,1,0,1,2,0,0,1
"ENSG00000238078.1",0,0,0,0,0,3,0,1,4,22,0
"ENSG00000257551.1",0,0,2,0,3,3,2,0,0,0,1
"ENSG00000136630.12",11,4,13,0,14,24,31,20,9,44,5
"ENSG00000226211.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234754.1",0,0,0,0,0,0,7,0,0,2,0
"ENSG00000232436.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227585.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143507.17",153,142,49,40,449,407,103,313,427,229,322
"ENSG00000227925.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200033.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000238042.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228437.5",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000232679.1",0,0,0,0,0,0,0,2,0,0,0
"ENSG00000236230.1",0,0,0,0,0,4,0,1,1,3,3
"ENSG00000227613.1",0,0,0,0,2,0,0,0,0,2,0
"ENSG00000226643.2",1,0,0,0,0,0,5,0,2,1,1
"ENSG00000234419.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000276997.4",0,0,2,0,1,1,5,7,22,4,9
"ENSG00000222399.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000267305.2",0,0,0,0,0,0,2,0,4,1,0
"ENSG00000143512.12",11,20,25,10,79,76,24,55,93,15,11
"ENSG00000143498.17",57,32,40,40,187,304,78,194,286,176,176
"ENSG00000225265.1",25,12,8,0,34,29,6,60,84,47,38
"ENSG00000154305.16",4679,1718,1402,3683,12579,30338,5467,9737,34268,26670,7460
"ENSG00000229399.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000272750.1",3,11,11,5,60,44,4,20,26,9,47
"ENSG00000186063.12",234,137,146,82,956,916,234,851,1120,487,725
"ENSG00000162819.11",369,248,206,343,2019,2532,453,2073,3301,1689,2219
"ENSG00000197520.10",8,8,1,2,14,17,7,3,34,10,8
"ENSG00000228106.5",30,6,7,18,76,142,18,91,158,50,83
"ENSG00000278610.1",0,0,0,0,0,0,3,0,1,0,0
"ENSG00000154309.8",58,114,82,79,188,362,60,172,608,132,158
"ENSG00000234523.1",0,0,1,0,5,7,0,1,0,1,7
"ENSG00000187554.12",169,88,108,290,396,456,134,475,531,325,840
"ENSG00000236846.1",0,0,0,0,0,2,3,1,0,1,1
"ENSG00000226601.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143502.14",151,140,156,211,233,299,106,397,412,607,770
"ENSG00000251789.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178395.6",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000203697.11",82,131,129,78,44,78,40,79,127,20,146
"ENSG00000227002.2",0,0,0,0,0,0,0,2,9,0,0
"ENSG00000212398.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162909.17",830,2075,1298,718,2724,3030,1190,2533,3993,1416,3122
"ENSG00000143514.16",465,705,570,308,1304,1561,503,1310,1948,1395,1486
"ENSG00000227621.1",0,0,0,1,0,0,0,0,1,0,0
"ENSG00000188460.4",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000233771.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272645.3",91,151,110,60,135,110,91,215,181,158,193
"ENSG00000212157.1",0,0,0,0,0,1,0,2,2,3,0
"ENSG00000185495.10",100,24,29,74,772,842,54,392,945,1043,756
"ENSG00000278467.1",16,1,5,15,82,84,47,55,127,131,84
"ENSG00000229930.1",0,0,0,1,11,24,0,2,20,11,9
"ENSG00000252484.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143756.11",469,302,194,330,1976,2392,336,1859,3052,1689,1964
"ENSG00000236773.1",1,0,0,0,0,2,0,0,1,0,0
"ENSG00000143753.12",649,607,355,436,3032,6056,398,2594,7721,3816,1916
"ENSG00000201898.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232628.5",0,0,0,0,4,0,1,4,0,0,2
"ENSG00000237101.1",0,0,9,0,6,10,11,4,7,3,4
"ENSG00000143748.17",268,270,269,167,825,1024,394,835,1153,1025,735
"ENSG00000221406.1",0,0,19,10,0,5,2,0,3,1,3
"ENSG00000229742.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206887.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143771.11",153,169,190,176,618,565,130,537,732,483,610
"ENSG00000162923.15",1422,1167,967,1006,5215,6414,1349,4778,6843,5123,5285
"ENSG00000266618.1",1,0,0,0,17,60,3,22,30,10,25
"ENSG00000143786.7",26,35,29,0,68,32,17,49,36,12,41
"ENSG00000229991.1",0,2,0,0,2,2,1,1,2,0,1
"ENSG00000233384.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234247.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229400.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225334.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000185842.15",195,207,173,165,1357,1838,617,993,2140,1730,1531
"ENSG00000143815.14",301,203,313,237,1302,1313,312,957,1520,1603,1194
"ENSG00000234476.1",0,0,0,0,5,0,2,5,3,0,0
"ENSG00000282418.1",0,3,0,0,1,0,4,0,4,1,0
"ENSG00000154380.17",1452,1659,1461,1746,6194,6644,1809,6145,7077,4262,7800
"ENSG00000227496.1",4,8,7,0,0,11,3,10,16,0,6
"ENSG00000226349.1",0,1,0,0,1,0,1,2,5,5,3
"ENSG00000223306.2",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000143742.12",443,218,228,208,4316,5816,684,4067,7358,3628,3733
"ENSG00000234112.2",0,0,0,0,1,0,1,1,0,8,6
"ENSG00000143819.12",762,629,608,882,1889,1689,488,1894,1388,1568,1765
"ENSG00000242861.1",11,20,3,0,26,35,16,36,37,45,96
"ENSG00000196187.11",1661,2878,2149,1850,2778,3017,1808,3373,2926,1299,3816
"ENSG00000243709.1",13,0,0,31,17,6,1,4,3,4,13
"ENSG00000255835.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143811.18",191,282,233,92,525,513,213,560,563,270,521
"ENSG00000284519.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248322.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143768.12",0,4,8,0,12,1,5,0,0,0,7
"ENSG00000213032.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143751.9",235,221,188,258,851,993,208,835,1070,551,993
"ENSG00000272562.1",5,0,3,0,15,17,8,9,28,17,27
"ENSG00000163041.9",625,465,487,447,2394,2821,285,1372,3503,1386,2244
"ENSG00000225518.2",5,12,0,7,12,4,13,4,5,3,21
"ENSG00000270598.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182827.8",673,596,460,477,2211,3242,539,1817,3513,2257,2364
"ENSG00000234478.1",12,7,0,15,22,44,15,22,49,17,27
"ENSG00000223570.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185155.11",0,0,1,0,3,0,0,0,0,0,0
"ENSG00000183814.15",66,20,24,52,180,172,51,157,193,82,239
"ENSG00000236994.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275406.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000143799.12",1328,1144,1026,1500,4099,3633,1006,3022,4163,3867,3249
"ENSG00000270287.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229965.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000223282.1",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000177770.11",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203685.9",18,67,117,117,181,55,50,85,38,587,88
"ENSG00000143772.9",852,980,581,632,2241,1856,855,1728,2137,1527,1859
"ENSG00000228382.1",7,5,1,0,11,15,7,5,7,13,17
"ENSG00000228548.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238183.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143801.16",239,281,193,214,705,677,244,629,945,506,411
"ENSG00000163050.16",481,376,344,283,1231,968,822,1001,1515,1004,742
"ENSG00000228525.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143776.18",1520,1386,1713,1879,6226,4523,2188,4218,5738,4428,4586
"ENSG00000233706.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000228625.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228729.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000236636.2",8,13,0,0,27,29,13,33,30,30,35
"ENSG00000234277.2",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000232864.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000242757.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224834.1",1,1,1,0,0,0,0,0,0,0,0
"ENSG00000237193.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278180.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237469.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235827.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227711.3",0,0,0,0,3,1,0,0,0,0,1
"ENSG00000202264.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181450.17",259,169,65,207,1230,1700,350,1129,2227,1557,1561
"ENSG00000225934.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215812.5",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000143740.14",251,334,212,87,632,483,542,540,655,503,596
"ENSG00000081692.12",195,237,185,131,433,341,343,420,435,368,305
"ENSG00000230005.2",2,0,0,0,0,0,0,0,0,0,0
"ENSG00000185888.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143816.7",9,14,10,0,6,16,32,17,6,3,24
"ENSG00000264483.1",0,3,0,0,0,0,1,4,0,1,0
"ENSG00000233003.4",0,0,0,0,0,0,0,0,0,0,3
"ENSG00000274886.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154342.5",15,23,16,6,39,15,8,48,23,2,28
"ENSG00000276255.2",16,47,16,36,16,23,81,31,30,60,48
"ENSG00000143761.15",3692,3385,2041,2814,8422,9304,2099,6997,10270,8122,4750
"ENSG00000284163.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143793.12",53,125,50,62,131,130,104,142,170,111,91
"ENSG00000162910.18",114,154,63,140,325,234,142,266,314,193,213
"ENSG00000224566.2",0,0,8,0,5,0,9,2,3,0,7
"ENSG00000280157.1",0,8,5,0,18,21,3,14,10,4,41
"ENSG00000227625.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143774.16",424,684,324,373,1277,802,911,1024,1150,813,670
"ENSG00000198835.3",1,13,3,39,55,7,9,28,17,4,17
"ENSG00000203684.5",0,0,0,0,1,2,1,0,3,2,5
"ENSG00000181873.12",89,123,65,119,211,183,128,206,218,291,285
"ENSG00000162913.9",7,5,22,3,34,27,19,46,41,5,61
"ENSG00000154358.20",406,1179,505,318,1014,912,488,1718,1180,200,1578
"ENSG00000269890.1",2,11,0,0,20,6,2,17,29,6,8
"ENSG00000269934.1",6,10,3,0,15,8,3,1,6,2,5
"ENSG00000270110.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270104.1",0,0,0,0,0,1,0,6,3,4,0
"ENSG00000154370.15",110,240,138,133,448,415,251,378,653,870,358
"ENSG00000270094.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284311.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231563.1",6,10,0,0,12,0,18,9,0,7,17
"ENSG00000162931.11",19,39,20,23,16,14,12,29,18,0,41
"ENSG00000168148.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230841.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181218.5",33,109,12,17,92,163,61,130,210,136,24
"ENSG00000196890.4",22,34,37,0,42,78,56,76,50,73,10
"ENSG00000266174.1",0,0,0,0,0,0,0,0,0,2,0
"ENSG00000181201.3",2,1,1,0,0,0,1,0,1,0,0
"ENSG00000279306.1",0,1,0,0,0,1,0,0,8,0,0
"ENSG00000168159.11",520,953,438,486,1696,1580,986,1513,2417,1819,967
"ENSG00000215811.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202056.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251823.2",0,0,0,0,0,0,3,0,0,0,0
"ENSG00000199352.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201588.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199337.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200381.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199396.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200624.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202521.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200343.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201321.1",0,0,0,0,3,0,29,0,2,12,0
"ENSG00000199910.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199334.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199270.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202526.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201355.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201925.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202257.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200370.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212237.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000183929.7",0,0,0,0,2,0,1,3,8,6,1
"ENSG00000206878.1",0,0,0,0,0,0,2,0,0,0,1
"ENSG00000234975.6",18,14,5,4,2,4,3,8,5,5,6
"ENSG00000116574.5",1108,1293,540,690,2635,5807,1525,2543,7494,13625,1641
"ENSG00000271475.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271399.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282111.1",0,0,0,0,0,0,6,0,8,1,0
"ENSG00000229840.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236975.1",1,11,0,0,9,4,5,0,31,4,6
"ENSG00000233920.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177800.2",0,0,3,0,0,0,0,0,1,0,0
"ENSG00000177788.5",13,44,15,28,44,29,1,23,61,78,36
"ENSG00000168118.11",828,533,385,385,2631,2637,275,2221,3409,1551,1764
"ENSG00000213029.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237481.1",11,13,5,13,61,62,24,43,89,153,72
"ENSG00000154429.10",84,104,97,122,523,591,140,541,638,258,545
"ENSG00000252506.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252051.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230331.1",0,0,0,0,0,0,2,0,0,0,0
"ENSG00000143632.14",0,4,22,0,6,173,4,30,45,0,4
"ENSG00000069248.11",518,418,300,403,1611,1647,414,1631,1994,1066,1641
"ENSG00000226920.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223635.1",0,12,0,0,0,0,0,0,0,0,1
"ENSG00000135776.4",156,160,184,304,968,1018,303,823,1431,713,837
"ENSG00000199672.1",0,0,0,0,3,3,0,5,3,6,0
"ENSG00000201492.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229367.1",0,4,8,0,0,0,1,1,0,0,0
"ENSG00000135801.9",148,166,185,216,557,602,156,590,674,716,572
"ENSG00000135763.9",126,101,118,118,338,360,96,317,401,323,400
"ENSG00000213028.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225984.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227043.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228058.1",3,0,0,0,1,0,0,0,0,0,3
"ENSG00000143641.9",431,612,396,311,899,1264,390,774,1433,547,1000
"ENSG00000227006.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224407.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177614.10",57,97,59,19,96,65,7,67,85,42,75
"ENSG00000282564.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232964.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235817.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135775.13",422,302,294,261,1071,1038,287,1041,1298,806,1004
"ENSG00000135744.7",142,91,78,1,440,78,5,232,46,35,293
"ENSG00000244137.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135773.12",31,2,2,0,67,17,43,45,22,67,77
"ENSG00000202063.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225656.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119280.16",455,474,387,364,1110,813,535,931,1237,813,843
"ENSG00000223393.1",0,0,0,0,0,0,0,2,14,6,1
"ENSG00000240502.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143643.12",113,85,110,100,422,399,228,293,499,402,372
"ENSG00000173409.13",174,107,94,120,539,766,116,488,771,366,494
"ENSG00000182118.7",37,18,19,26,66,56,20,76,56,41,76
"ENSG00000283799.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227934.1",0,0,4,0,0,1,0,1,2,1,0
"ENSG00000229595.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119283.15",0,0,0,0,0,3,0,0,1,1,0
"ENSG00000235710.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143633.12",63,99,106,33,279,218,90,257,297,206,232
"ENSG00000116906.12",420,451,328,456,1786,1731,416,1308,2255,730,1234
"ENSG00000222407.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116903.7",333,322,203,190,1323,1304,297,1139,1579,898,986
"ENSG00000010072.15",73,44,43,108,335,370,96,288,379,269,316
"ENSG00000135766.8",343,275,245,166,1609,1579,367,1369,1970,1110,1320
"ENSG00000223982.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233461.5",18,9,10,18,27,48,110,34,85,58,12
"ENSG00000116918.13",200,157,181,300,1308,1180,251,946,1407,922,1078
"ENSG00000270106.6",6,3,0,0,3,6,5,5,19,4,9
"ENSG00000229228.1",0,0,0,0,0,0,3,0,0,0,0
"ENSG00000162946.22",93,77,72,131,224,265,198,198,347,524,202
"ENSG00000222986.1",0,0,0,0,1,7,0,2,2,3,0
"ENSG00000274121.1",0,0,0,0,1,4,0,1,0,0,1
"ENSG00000226758.1",0,4,12,0,13,8,37,5,5,32,7
"ENSG00000235152.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236372.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224436.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242794.2",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000116991.10",203,208,215,324,575,1775,950,950,1232,5700,1287
"ENSG00000238382.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225919.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000236497.1",0,0,0,0,0,0,0,2,2,2,0
